Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Anionic Reorganisation Energy /eV,Cationic Reorganisation Energy /eV
1_193_thio_B,COc1cc2cc(-c3sc(C4:nc(C#N)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.184925,-3.30684,1.878086,0.9999986476418344,3.2244383622022257,218.3119999972405,275.4090000089491
1_73_thio_B,COc1cc2nsnc2:C(c2cc(OC)c(-c3cc4cc(OC)c(OC)cc4[nH]3)s2):n1,-4.66431,-2.692519,1.971791,0.9999998748624392,3.1342174460397354,250.95100000908133,279.2360000094049
1_83_double_A,COc1cc2cc(C=CC3:nc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.186336,-3.029866,2.15647,0.9999999999996868,3.2378350279251986,217.823999999382,259.8520000028657
1_111_thio_B,COc1cc2cc(-c3sc(C4:scc5nc(C#N)cnc:45)cc3OC)[nH]c2cc1OC,-4.684476,-3.00173,1.682746,0.999999851022602,3.241050635322363,241.0190000009606,280.4359999936423
5_330_double_A,COc1cc2cc(C=CC3:cccc4ncc(C#N)nc:34)n(C)c2cc1OC,-4.802789,-2.685299,2.117489,0.9997972780271605,2.8197498523549704,241.5600000022095,332.7730000019073
1_83_thio_B,COc1cc2cc(-c3sc(C4:nc(C#N)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-5.031866,-3.22562,1.806246,0.9999968579149244,3.264473971536712,208.3219999913126,277.1920000013779
1_317_triple_A,COc1cc2cc(C#CC3:cccc4nc(C#N)cnc:34)[nH]c2cc1OC,-5.065331,-2.728015,2.337316,1.0,2.9781490387611,256.2240000042948,275.5840000027092
5_98_triple_A,COc1cc2cc(C#CC3:scc4ncc(C#N)nc:34)n(C)c2cc1OC,-5.223425,-3.075518,2.147907,1.0,3.335928559240619,239.4560000029741,505.8659999995143
5_179_triple_A,COc1cc2cc(C#CC3:c(C#N)ncc4nonc:34)n(C)c2cc1OC,-5.597827,-3.38989,2.207937,1.0,3.261324763036823,235.75300000084096,528.7309999985155
1_98_triple_A,COc1cc2cc(C#CC3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.220141,-3.057232,2.162909,1.0,3.3481316433098147,234.5939999941038,290.5970000065281
1_80_thio_B,COc1cc2cc(-c3sc(C4:nc(Br)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.78506,-2.939415,1.845645,0.9999999844463586,3.2079310989278147,252.7910000062547,283.8029999984428
1_53_thio_B,COc1cc2cc(-c3sc(C4:cc(Br)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.647296,-2.695229,1.952067,0.9998381069924882,3.0420268055467776,239.02200000884469,506.9249999942258
1_89_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(C=O)nc:45)cc3OC)[nH]c2cc1OC,-4.686313,-2.953443,1.73287,0.999999477869472,3.239527558399286,242.4009999958798,278.0120000024908
1_317_double_A,COc1cc2cc(C=CC3:cccc4nc(C#N)cnc:34)[nH]c2cc1OC,-4.911227,-2.624358,2.286869,0.9999947746771192,2.795601701482992,232.9200000021956,300.7950000028359
1_111_double_A,COc1cc2cc(C=CC3:scc4nc(C#N)cnc:34)[nH]c2cc1OC,-4.883401,-2.893979,1.989421,0.9999999999464751,3.2072368740790456,256.4690000072005,519.163999997545
1_152_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nonc:34)[nH]c2cc1OC,-5.232907,-3.147435,2.085472,0.9999999997158096,3.1468030279252,251.6219999997702,532.8760000011243
1_330_thio_B,COc1cc2cc(-c3sc(C4:cccc5ncc(C#N)nc:45)cc3OC)[nH]c2cc1OC,-4.762093,-2.83824,1.923853,0.9882688699200136,2.909058899586574,247.5719999929424,512.840999996115
1_187_thio_B,COc1cc2cc(-c3sc(C4:nc(F)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.889473,-2.919661,1.969812,0.9999999997387294,3.1623804728097475,260.3019999951357,280.745999996725
1_192_thio_B,COc1cc2cc(-c3sc(C4:nc(C)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.030521,-2.880218,2.150303,0.9999987259890116,3.030553818069139,246.966999999131,284.7390000024461
1_164_thio_B,COc1cc2cc(-c3sc(C4:cc(C)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.615834,-2.446478,2.169356,0.9999994863019231,2.937700866369676,259.6439999979338,297.5709999955143
1_190_thio_B,COc1cc2cc(-c3sc(C4:nc(Br)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.925936,-3.013003,1.912933,0.9999999999987776,3.166498898570035,270.6230000039795,283.0769999854965
1_165_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nonc:34)[nH]c2cc1OC,-5.316042,-3.077297,2.238745,1.0,3.1216547202328924,258.8069999983418,255.61299999753828
1_179_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nonc:34)[nH]c2cc1OC,-5.295049,-3.170602,2.124447,0.999996880700622,3.1521845663867367,224.199000003864,239.9360000017623
1_194_thio_B,COc1cc2cc(-c3sc(C4:nncc5nonc:45)cc3OC)[nH]c2cc1OC,-4.884894,-3.072931,1.811962,0.9999999993116628,3.152818767675072,267.1369999952731,285.2349999957368
1_81_double_A,COc1cc2cc(C=CC3:nccc4nsnc:34)[nH]c2cc1OC,-4.923617,-2.591496,2.332121,0.9999999994161596,2.953766210583426,241.693000003579,277.0299999974668
1_170_double_A,COc1cc2cc(C=CC3:c(C=O)ncc4nonc:34)[nH]c2cc1OC,-5.171867,-3.125031,2.046835,0.9999972003042766,3.2069082586944297,229.814999991504,256.1869999917689
1_55_single_A,COc1cc2cc(C3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.158167,-3.002058,2.156109,0.9999999999929602,2.7944414996421933,284.0549999964423,286.818000000494
1_32_thio_B,COc1cc2cc(-c3sc(C4:c(OC)ccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.31637,-2.382102,1.934267,0.9999998937262268,2.9245960112947067,284.220000001369,100000000.0
5_165_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nonc:34)n(C)c2cc1OC,-5.270398,-3.080848,2.18955,1.0,3.115334153646214,267.3869999998715,258.6040000023786
1_152_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nonc:34)[nH]c2cc1OC,-5.312509,-3.02839,2.284119,1.0,3.059468874079045,263.2050000029267,275.2250000012282
1_179_triple_A,COc1cc2cc(C#CC3:c(C#N)ncc4nonc:34)[nH]c2cc1OC,-5.416121,-3.328556,2.087565,1.0,3.2715384125405844,262.00299999982235,272.8419999984908
1_160_thio_B,COc1cc2cc(-c3sc(C4:cc(F)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.745657,-2.647553,2.098104,0.9999973353122518,2.9637944262981204,264.789999993809,513.0040000003646
1_78_thio_B,COc1cc2cc(-c3sc(C4:nc(O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.712794,-2.726333,1.986461,0.9999996478353146,3.225158290341053,244.4639999957871,100000000.0
5_33_triple_A,COc1cc2cc(C#CC3:c(C=O)ccc4nsnc:34)n(C)c2cc1OC,-5.148599,-2.885818,2.26278,1.0,3.1327245632366223,259.6940000075847,259.99700000102166
1_356_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nccnc:34)[nH]c2cc1OC,-5.039902,-2.597444,2.442459,1.0,2.9414354292936427,248.17400000392809,297.82999999952153
1_60_triple_A,COc1cc2cc(C#CC3:c(C=O)ncc4nsnc:34)[nH]c2cc1OC,-5.151344,-3.12117,2.030173,1.0,3.3637279510021223,264.2290000076173,249.7740000108024
1_79_thio_B,COc1cc2cc(-c3sc(C4:nc(S)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.727132,-2.80947,1.917662,0.9999995827854812,3.3511647304126093,237.9320000181906,279.8820000025444
1_74_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nsnc:34)[nH]c2cc1OC,-5.098307,-2.949976,2.148331,0.9999999996917877,3.2391384125405835,237.7469999919412,273.0910000027506
1_47_thio_B,COc1cc2cc(-c3sc(C4:cc(C=O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.67708,-2.939033,1.738047,0.9999842114342936,3.1247476102575407,259.7529999984544,507.2460000010324
1_184_thio_B,COc1cc2cc(-c3sc(C4:nc(C=O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.107033,-3.231707,1.875327,0.999993568299379,3.214662044138267,245.4539999962435,279.1660000002594
1_150_thio_B,COc1cc2cc(-c3sc(C4:cccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.817139,-2.611524,2.205615,0.9999551051958112,2.795255031411335,254.7439999907509,511.82999999582535
1_84_double_A,COc1cc2cc(C=CC3:nncc4nsnc:34)[nH]c2cc1OC,-5.057252,-2.899464,2.157788,0.9999999999993494,3.166866430363644,260.0299999976414,278.9599999960046
1_67_thio_B,COc1cc2cc(-c3sc(C4:cncc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.623474,-2.833893,1.789581,0.9999974532527516,3.07388085558716,271.8719999975292,290.8899999965797
1_165_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nonc:34)[nH]c2cc1OC,-5.180203,-2.952777,2.227425,0.999985937999657,2.981773489463661,242.4979999996139,532.5119999979506
1_83_triple_A,COc1cc2cc(C#CC3:nc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.534357,-3.26606,2.268297,1.0,3.3610602586944296,227.0690000004833,100000000.0
1_42_single_A,COc1cc2cc(C3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.168498,-2.933076,2.235421,0.9999984859904728,2.7517511986388463,263.4719999987283,259.0060000002268
1_356_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ccc5nccnc:45)cc3OC)[nH]c2cc1OC,-4.747039,-2.689963,2.057076,0.9728399665869236,2.944854217312324,242.3019999987445,307.4110000015935
5_39_triple_A,COc1cc2cc(C#CC3:c(Br)ccc4nsnc:34)n(C)c2cc1OC,-4.965728,-2.63685,2.328878,1.0,3.0599114021455733,262.9250000027241,269.55500000622123
1_42_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.225617,-3.087321,2.138295,0.9999939266623756,3.1764227202328907,232.1860000010929,262.605000003532
1_33_triple_A,COc1cc2cc(C#CC3:c(C=O)ccc4nsnc:34)[nH]c2cc1OC,-5.193275,-2.873809,2.319466,1.0,3.1395088740790458,256.36699999449775,257.89000000077067
1_82_double_A,COc1cc2cc(C=CC3:nc(C)cc4nsnc:34)[nH]c2cc1OC,-4.890369,-2.544603,2.345766,0.99999999992454,3.019385851561257,242.6029999987804,279.2540000009467
1_179_imine_B,COc1cc2cc(N=CC3:c(C#N)ncc4nonc:34)[nH]c2cc1OC,-5.349631,-3.38914,1.960492,0.9999999999480946,3.340019643309814,258.7889999995241,239.2909999980474
1_76_thio_B,COc1cc2cc(-c3sc(C4:nc(C(F)(F)F)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.953357,-3.037773,1.915584,0.999979193753231,3.221067844405564,244.5380000062869,631.8459999965853
1_55_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.400652,-3.045247,2.355405,1.0,3.169163643309816,242.8550000040559,531.5309999932651
1_157_thio_B,COc1cc2cc(-c3sc(C4:cc(C=O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.795257,-3.021166,1.774091,0.9999959577866336,3.080027644829711,273.7520000009681,284.9889999997685
1_193_double_A,COc1cc2cc(C=CC3:nc(C#N)cc4nonc:34)[nH]c2cc1OC,-5.360034,-3.130197,2.229837,0.999999999038146,3.1903261048482765,234.5279999972263,257.5900000010733
1_146_thio_B,COc1cc2cc(-c3sc(C4:c(F)ccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.612649,-2.621644,1.991005,0.999999490401764,2.942218576566457,287.3309999995399,517.0779999971273
1_330_triple_A,COc1cc2cc(C#CC3:cccc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.029766,-2.73894,2.290825,1.0,2.965653772488908,280.9390000002168,276.5209999961371
1_184_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nonc:34)[nH]c2cc1OC,-5.26716,-3.051593,2.215567,0.9999999999946804,3.1916294894636605,251.80499999260056,268.7220000007073
1_183_thio_B,COc1cc2nonc2:C(c2cc(OC)c(-c3cc4cc(OC)c(OC)cc4[nH]3)s2):n1,-4.805657,-2.764874,2.040784,0.9999996812644856,3.09418183670525,267.9710000011255,490.9529999931692
1_317_thio_B,COc1cc2cc(-c3sc(C4:cccc5nc(C#N)cnc:45)cc3OC)[nH]c2cc1OC,-4.778692,-2.805073,1.973619,0.9750789276049786,2.9320525450715227,258.1990000035148,523.8370000006398
5_42_double_A,COc1cc2cc(C=CC3:c(C#N)ccc4nsnc:34)n(C)c2cc1OC,-4.970657,-2.786474,2.184183,0.9980708779451476,3.02347661118867,201.60000000760192,256.49300000077346
5_81_triple_A,COc1cc2cc(C#CC3:nccc4nsnc:34)n(C)c2cc1OC,-5.073094,-2.752842,2.320252,1.0,3.0448781592535656,267.995999995037,304.3179999876884
1_71_thio_B,COc1cc2cc(-c3sc(C4:nc(NC(C)=O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.698315,-2.70637,1.991945,0.9999987382729602,3.146477051944764,264.2320000013569,298.9539999980479
1_60_single_A,COc1cc2cc(C3:c(C=O)ncc4nsnc:34)[nH]c2cc1OC,-5.220613,-3.05432,2.166293,0.9999997346854064,3.0493993591739645,263.1240000046091,265.78999999765074
5_111_triple_A,COc1cc2cc(C#CC3:scc4nc(C#N)cnc:34)n(C)c2cc1OC,-5.032589,-3.000527,2.032062,1.0,3.346509178621238,272.69299999898067,276.47099999012426
1_39_triple_A,COc1cc2cc(C#CC3:c(Br)ccc4nsnc:34)[nH]c2cc1OC,-5.010424,-2.618047,2.392377,1.0,3.0673050823304893,256.5240000112681,267.1249999984866
5_55_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nsnc:34)n(C)c2cc1OC,-4.99153,-2.831689,2.159842,0.999551521284494,3.0474070807191405,228.7790000045788,281.0609999942244
1_54_thio_B,COc1cc2cc(-c3sc(C4:cc(C)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.680499,-2.461524,2.218975,0.9999467320161326,2.9839808305915003,242.9379999957746,303.0850000068312
1_351_thio_B,COc1cc2cc(-c3sc(C4:c(F)ccc5nccnc:45)cc3OC)[nH]c2cc1OC,-4.435333,-2.26832,2.167012,0.9999552065405876,2.8379128652272883,265.0210000065272,311.2860000037472
1_188_thio_B,COc1cc2cc(-c3sc(C4:nc(O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.85623,-2.802372,2.053858,0.9999998448957776,3.183726089983272,261.5180000066175,282.3669999997946
1_39_double_A,COc1cc2cc(C=CC3:c(Br)ccc4nsnc:34)[nH]c2cc1OC,-4.845734,-2.506316,2.339418,0.999995242564752,2.9325166207920272,242.5600000133272,527.8390000021318
1_69_imine_B,COc1cc2cc(N=CC3:c(C#N)ncc4nsnc:34)[nH]c2cc1OC,-5.335411,-3.335155,2.000256,0.9999967419156632,3.377485489463661,236.6439999968861,702.0919999995385
1_40_triple_A,COc1cc2cc(C#CC3:cccc4nsnc:34)[nH]c2cc1OC,-4.924566,-2.436036,2.48853,1.0,2.8873798369570505,259.0390000041225,276.7149999999674
1_110_thio_B,COc1cc2cc(-c3sc(C4:scc5nc(C)cnc:45)cc3OC)[nH]c2cc1OC,-4.413251,-2.341668,2.071583,0.999999853603625,3.081939149017259,273.4750000017811,316.0940000016126
5_317_triple_A,COc1cc2cc(C#CC3:cccc4nc(C#N)cnc:34)n(C)c2cc1OC,-5.173587,-2.804073,2.369514,1.0,2.977784660047277,273.3469999948284,310.09599999379134
5_152_double_A,COc1cc2cc(C=CC3:c(C#N)ccc4nonc:34)n(C)c2cc1OC,-5.126585,-2.889108,2.237477,0.9987747576561196,2.994626261538322,214.6930000089923,504.34799999493407
1_189_thio_B,COc1cc2cc(-c3sc(C4:nc(S)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.867912,-2.876624,1.991288,0.9999997475991372,3.309732530054828,257.251000002725,299.1850000034901
1_177_thio_B,COc1cc2cc(-c3sc(C4:cncc5nonc:45)cc3OC)[nH]c2cc1OC,-4.747495,-2.891681,1.855814,0.9999994635147912,3.0354660204223247,289.4699999960721,284.5589999924414
5_98_double_A,COc1cc2cc(C=CC3:scc4ncc(C#N)nc:34)n(C)c2cc1OC,-5.018703,-2.969058,2.049646,0.9999056189562752,3.225866021778081,226.1249999937717,497.4789999978384
1_89_double_A,COc1cc2cc(C=CC3:scc4ncc(C=O)nc:34)[nH]c2cc1OC,-4.869194,-2.852812,2.016381,0.9999991885732064,3.205429489463661,262.9830000005313,299.5149999915156
1_170_imine_B,COc1cc2cc(N=CC3:c(C=O)ncc4nonc:34)[nH]c2cc1OC,-5.247225,-3.302203,1.945023,0.9999995474128252,3.394743335617507,255.16300000163028,535.0720000060392
1_330_thio_A,COc1cc2cc(-c3cc(OC)c(C4:cccc5ncc(C#N)nc:45)s3)[nH]c2cc1OC,-4.744401,-2.580549,2.163851,0.9906927525471012,2.930746190556471,250.651000002108,302.960000000894
1_343_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nccnc:45)cc3OC)[nH]c2cc1OC,-4.842361,-2.722445,2.119916,0.9770224399150615,2.960455220656806,250.41899999632727,300.413999997545
5_81_double_A,COc1cc2cc(C=CC3:nccc4nsnc:34)n(C)c2cc1OC,-4.88009,-2.566512,2.313579,0.9999897465764876,2.9877743130997203,242.8770000042277,281.1799999981303
1_74_triple_A,COc1cc2cc(C#CC3:nc(C=O)cc4nsnc:34)[nH]c2cc1OC,-5.275882,-3.104763,2.171119,1.0,3.346237489463661,266.32400000380585,270.0029999978142
5_69_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nsnc:34)n(C)c2cc1OC,-5.085492,-3.036471,2.049021,0.9986080642558406,3.2193169708290315,212.4589999948511,100000000.0
1_96_double_A,COc1cc2cc(C=CC3:scc4nccnc:34)[nH]c2cc1OC,-4.615713,-2.32962,2.286093,0.9999999999464833,2.975342474319689,273.9410000067437,320.2450000026147
1_53_double_A,COc1cc2cc(C=CC3:cc(Br)cc4nsnc:34)[nH]c2cc1OC,-4.922054,-2.563587,2.358467,0.9999943658265946,2.91946854386895,248.0309999955352,292.0650000014575
1_191_double_A,COc1cc2cc(C=CC3:nccc4nonc:34)[nH]c2cc1OC,-5.088395,-2.67966,2.408735,0.999999999999298,2.92203082596804,263.6219999985769,273.6220000006142
1_42_imine_A,COc1cc2cc(C=NC3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.25494,-2.900514,2.354426,0.9999958452932172,3.075500874079045,213.504000006651,248.1679999982589
5_179_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nonc:34)n(C)c2cc1OC,-5.248714,-3.134579,2.114135,0.9991923395272184,3.1828242635363235,225.0360000034561,242.844000000332
1_97_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(C)nc:45)cc3OC)[nH]c2cc1OC,-4.404865,-2.339443,2.065422,0.9999989527939734,3.0756761794287097,278.8800000053015,303.4410000036587
1_98_imine_A,COc1cc2cc(C=NC3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.165886,-2.950118,2.215768,0.99999989879251,3.251958104848276,240.5529999959981,289.57200000149896
5_170_triple_A,COc1cc2cc(C#CC3:c(C=O)ncc4nonc:34)n(C)c2cc1OC,-5.28971,-3.167221,2.122489,1.0,3.31462706073912,278.47400000609923,246.70000000332948
1_161_thio_B,COc1cc2cc(-c3sc(C4:cc(O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.704097,-2.496768,2.207329,0.9999951838840848,3.029409095349997,263.864000000467,296.3869999948656
5_343_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nccnc:34)n(C)c2cc1OC,-5.05824,-2.658525,2.399714,1.0,2.9932975446626617,271.3240000011865,275.5859999961104
5_74_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nsnc:34)n(C)c2cc1OC,-5.05531,-2.92239,2.13292,0.9999808256625196,3.267519568231627,236.246000007668,305.1140000025043
1_69_single_A,COc1cc2cc(C3:c(C#N)ncc4nsnc:34)[nH]c2cc1OC,-5.310411,-3.228222,2.082189,0.9999830915959012,2.989917084926473,280.1590000017313,254.8619999943184
5_165_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nonc:34)n(C)c2cc1OC,-5.138805,-2.925781,2.213024,0.9973208491792752,3.016839448351508,241.5009999967878,530.8330000043497
1_343_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nccnc:34)[nH]c2cc1OC,-4.940658,-2.525373,2.415285,0.9999846163715556,2.833364423376484,239.2520000030344,291.4620000046852
1_199_thio_B,COc1cc2cc(-c3sc(C4:occ5ncc(C=O)nc:45)cc3OC)[nH]c2cc1OC,-4.686345,-2.890084,1.796261,0.9999999990589692,3.2969937641036946,276.3210000048275,289.8159999967902
1_35_triple_A,COc1cc2cc(C#CC3:c(C(F)(F)F)ccc4nsnc:34)[nH]c2cc1OC,-5.090604,-2.753886,2.336718,1.0,3.094344058781456,273.56000000145286,281.95599999889964
1_47_double_A,COc1cc2cc(C=CC3:cc(C=O)cc4nsnc:34)[nH]c2cc1OC,-4.891288,-2.751537,2.13975,0.9999997476365382,3.0305377971559686,282.8979999976582,297.9600000035134
