Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Anionic Reorganisation Energy /eV,Cationic Reorganisation Energy /eV
1_81_thio_B,COc1cc2cc(-c3sc(C4:nccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.633482,-2.747544,1.885938,0.9999999745592764,3.008207229213533,230.5899999992107,288.1410000045434
1_98_double_A,COc1cc2cc(C=CC3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-4.892931,-2.906988,1.985943,0.999999999995994,3.1963741048482763,223.9300000001094,281.9000000090454
1_40_thio_B,COc1cc2cc(-c3sc(C4:cccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.524669,-2.492857,2.031812,0.9999998519223404,2.826664372070676,238.00099999789376,299.3169999899692
1_191_thio_B,COc1cc2cc(-c3sc(C4:nccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.760126,-2.7768,1.983326,0.9999999995259004,2.9817610753673787,245.2649999977438,285.7230000008712
1_82_thio_B,COc1cc2cc(-c3sc(C4:nc(C)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.607008,-2.695598,1.91141,0.9999995180986718,3.0719860184269203,230.8789999951841,287.1779999986756
1_98_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(C#N)nc:45)cc3OC)[nH]c2cc1OC,-4.708228,-3.011082,1.697147,0.9999998758806296,3.2318966163076697,209.2809999958262,346.8299999949522
1_165_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.869047,-3.05349,1.815557,0.9999970854071292,3.0584898747346365,233.3159999980125,502.2140000073705
1_179_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ncc5nonc:45)cc3OC)[nH]c2cc1OC,-4.958432,-3.231459,1.726973,0.9999999608955176,3.224962649151232,225.1069999983883,255.8520000020508
1_55_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.746285,-2.982215,1.76407,0.999995675270582,3.103209840162468,222.2959999999147,281.7109999959939
5_60_triple_A,COc1cc2cc(C#CC3:c(C=O)ncc4nsnc:34)n(C)c2cc1OC,-5.133854,-3.055298,2.078556,1.0,3.351119768031828,233.3349999971688,247.28699999832315
