Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Anionic Reorganisation Energy /eV,Cationic Reorganisation Energy /eV
1_40_thio_B,COc1cc2cc(-c3sc(C4:cccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.524669,-2.492857,2.031812,0.9999998519223404,2.826664372070676,238.00099999789376,299.3169999899692
1_81_thio_B,COc1cc2cc(-c3sc(C4:nccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.633482,-2.747544,1.885938,0.9999999745592764,3.008207229213533,230.5899999992107,288.1410000045434
1_191_thio_B,COc1cc2cc(-c3sc(C4:nccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.760126,-2.7768,1.983326,0.9999999995259004,2.9817610753673787,245.2649999977438,285.7230000008712
1_82_thio_B,COc1cc2cc(-c3sc(C4:nc(C)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.607008,-2.695598,1.91141,0.9999995180986718,3.0719860184269203,230.8789999951841,287.1779999986756
1_165_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.869047,-3.05349,1.815557,0.9999970854071292,3.0584898747346365,233.3159999980125,502.2140000073705
1_163_thio_B,COc1cc2cc(-c3sc(C4:cc(Br)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.763691,-2.751039,2.012652,0.9999998653026028,2.9957468413249533,252.7899999986402,286.4360000094166
1_55_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.746285,-2.982215,1.76407,0.999995675270582,3.103209840162468,222.2959999999147,281.7109999959939
1_55_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.032503,-2.856564,2.175939,0.9999999764620446,3.01315625869443,227.0579999967594,277.8239999970537
1_50_thio_B,COc1cc2cc(-c3sc(C4:cc(F)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.628319,-2.588099,2.04022,0.999999128112887,3.010074390519944,247.4569999976665,312.5139999974635
1_98_double_A,COc1cc2cc(C=CC3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-4.892931,-2.906988,1.985943,0.999999999995994,3.1963741048482763,223.9300000001094,281.9000000090454
1_152_double_A,COc1cc2cc(C=CC3:c(C#N)ccc4nonc:34)[nH]c2cc1OC,-5.171828,-2.920713,2.251115,0.9999996399926696,2.9589679510021227,216.2490000009711,247.7139999973587
1_42_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.894725,-2.979121,1.915603,0.999919777414173,3.058300073524612,192.1159999983501,603.5780000020168
1_152_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.978626,-3.042329,1.936298,0.9999171626044978,3.0469291141469093,204.7290000045905,283.6949999982607
1_98_single_A,COc1cc2cc(C3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.051666,-3.000649,2.051017,0.999999999930301,2.9783003625184463,267.25299999816343,279.71099999558646
5_42_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nsnc:34)n(C)c2cc1OC,-5.26841,-2.959021,2.309389,1.0,3.083613873925934,203.2440000039059,100000000.0
1_36_thio_B,COc1cc2cc(-c3sc(C4:c(F)ccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.498865,-2.574419,1.924446,0.9999988507405232,2.953986197317798,267.2319999983301,303.1990000017686
5_330_double_A,COc1cc2cc(C=CC3:cccc4ncc(C#N)nc:34)n(C)c2cc1OC,-4.802789,-2.685299,2.117489,0.9997972780271605,2.8197498523549704,241.5600000022095,332.7730000019073
1_317_double_A,COc1cc2cc(C=CC3:cccc4nc(C#N)cnc:34)[nH]c2cc1OC,-4.911227,-2.624358,2.286869,0.9999947746771192,2.795601701482992,232.9200000021956,300.7950000028359
5_152_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nonc:34)n(C)c2cc1OC,-5.421005,-3.076598,2.344407,1.0,3.054763524275584,223.58499999972992,282.05899999738904
1_42_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.153265,-2.919645,2.233621,1.0,3.0890885663867387,244.2809999993188,286.8889999954263
1_96_thio_B,COc1cc2cc(-c3sc(C4:scc5nccnc:45)cc3OC)[nH]c2cc1OC,-4.454515,-2.465092,1.989422,0.999999883504712,3.0283517347080373,261.99899999483017,490.4509999978472
1_98_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(C#N)nc:45)cc3OC)[nH]c2cc1OC,-4.708228,-3.011082,1.697147,0.9999998758806296,3.2318966163076697,209.2809999958262,346.8299999949522
1_179_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ncc5nonc:45)cc3OC)[nH]c2cc1OC,-4.958432,-3.231459,1.726973,0.9999999608955176,3.224962649151232,225.1069999983883,255.8520000020508
1_330_thio_B,COc1cc2cc(-c3sc(C4:cccc5ncc(C#N)nc:45)cc3OC)[nH]c2cc1OC,-4.762093,-2.83824,1.923853,0.9882688699200136,2.909058899586574,247.5719999929424,512.840999996115
1_317_triple_A,COc1cc2cc(C#CC3:cccc4nc(C#N)cnc:34)[nH]c2cc1OC,-5.065331,-2.728015,2.337316,1.0,2.9781490387611,256.2240000042948,275.5840000027092
1_164_thio_B,COc1cc2cc(-c3sc(C4:cc(C)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.615834,-2.446478,2.169356,0.9999994863019231,2.937700866369676,259.6439999979338,297.5709999955143
5_55_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nsnc:34)n(C)c2cc1OC,-5.139929,-2.995606,2.144324,1.0,3.1616090787211384,254.64199999987613,264.28799999848707
1_53_thio_B,COc1cc2cc(-c3sc(C4:cc(Br)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.647296,-2.695229,1.952067,0.9998381069924882,3.0420268055467776,239.02200000884469,506.9249999942258
1_74_thio_B,COc1cc2cc(-c3sc(C4:nc(C=O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.78632,-3.073128,1.713192,0.9999999713914318,3.254697653472752,230.851000000257,502.7070000069216
1_55_single_A,COc1cc2cc(C3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.158167,-3.002058,2.156109,0.9999999999929602,2.7944414996421933,284.0549999964423,286.818000000494
1_84_thio_B,COc1cc2cc(-c3sc(C4:nncc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.7424,-3.048862,1.693538,0.999999998919568,3.186270416026721,253.3220000041183,287.625000004482
